loss,iou_score,f1-score,val_loss,val_iou_score,val_f1-score
-3.545517683029175,7.167545318603516,1.7505455017089844,-0.8248320817947388,21.79495620727539,1.9122618436813354
-4.869019985198975,6.9555158615112305,1.738055944442749,-0.9456380605697632,5.513686180114746,1.6929545402526855
-5.84891939163208,4.732507228851318,1.6508817672729492,-1.2732419967651367,3.3807790279388428,1.543460488319397
-6.5729193687438965,3.7387542724609375,1.5734798908233643,-1.7315301895141602,3.250586986541748,1.529476523399353
-7.145003318786621,3.4366867542266846,1.548464059829712,-1.6183418035507202,3.0046539306640625,1.5005812644958496
-7.7200775146484375,3.4109692573547363,1.5458927154541016,-1.382098913192749,3.287499189376831,1.5335277318954468
-8.293787002563477,3.530518054962158,1.556107521057129,-1.6497557163238525,11.023431777954102,1.8336583375930786
-8.839322090148926,3.4950644969940186,1.553871750831604,-2.409130573272705,16.983606338500977,1.8887877464294434
-9.303199768066406,3.464977264404297,1.5453016757965088,-2.394580364227295,14.208585739135742,1.8684953451156616
-9.676912307739258,3.3492965698242188,1.5327965021133423,-3.811753511428833,16.87237548828125,1.8880956172943115
-10.130395889282227,3.15916109085083,1.517167568206787,-3.8726820945739746,18.1837215423584,1.8957449197769165
-10.540033340454102,3.4282946586608887,1.547830581665039,-3.9693691730499268,16.831518173217773,1.8878390789031982
-10.961457252502441,3.53960919380188,1.5591964721679688,-3.754634141921997,11.877754211425781,1.8446934223175049
-11.378005981445312,3.012054920196533,1.5008175373077393,-4.184909820556641,14.916040420532227,1.8743406534194946
-11.755327224731445,3.291510820388794,1.5337584018707275,-4.443350791931152,16.67576789855957,1.8868507146835327
-12.178619384765625,3.2156810760498047,1.5255630016326904,-4.537618637084961,17.31356430053711,1.8907912969589233
-12.536575317382812,3.3237414360046387,1.537237286567688,-3.86268949508667,17.77499008178711,1.8934752941131592
-12.90351390838623,3.582207441329956,1.5610902309417725,-4.52351188659668,18.21109962463379,1.8958935737609863
-13.31962776184082,3.8146636486053467,1.5842572450637817,-5.058428764343262,25.184040069580078,1.9236174821853638
-13.715664863586426,4.37441349029541,1.6267246007919312,-5.713418006896973,33.77742385864258,1.9424916505813599
-14.085087776184082,4.890558242797852,1.6599467992782593,-7.562154293060303,40.53125762939453,1.951843500137329
-14.329797744750977,4.6834917068481445,1.6418893337249756,-7.816054344177246,39.98247146606445,1.951198697090149
-14.843008041381836,4.119555473327637,1.6081695556640625,-9.76729679107666,45.28263854980469,1.9567872285842896
-15.221447944641113,4.453868389129639,1.6327251195907593,-10.155014038085938,47.261070251464844,1.9585590362548828
-15.658061027526855,4.349147319793701,1.6256382465362549,-10.689325332641602,46.281253814697266,1.9576997756958008
-16.06498146057129,4.251975059509277,1.6188122034072876,-11.720890045166016,48.494537353515625,1.9595918655395508
-16.454748153686523,4.115139007568359,1.6082241535186768,-11.72616958618164,57.544918060302734,1.9658381938934326
-16.89285659790039,3.7506613731384277,1.5745093822479248,-13.7330904006958,54.78646469116211,1.964148998260498
-17.356950759887695,3.6462364196777344,1.5660569667816162,-14.660799026489258,57.015262603759766,1.9655263423919678
-17.834056854248047,3.6497936248779297,1.5678094625473022,-16.953941345214844,60.92180252075195,1.9677011966705322
-18.259906768798828,3.3853001594543457,1.5431772470474243,-19.61532974243164,64.58168029785156,1.96950364112854
-18.639719009399414,3.456678867340088,1.549438238143921,-20.87190818786621,64.54222869873047,1.9694852828979492
-19.165386199951172,3.525070905685425,1.5555408000946045,-22.978845596313477,64.545166015625,1.9694870710372925
-19.576784133911133,3.9739487171173096,1.5973204374313354,-26.307186126708984,64.52769470214844,1.9694788455963135
-19.9182186126709,6.199929714202881,1.708763837814331,-27.43307876586914,63.00227355957031,1.968751311302185
-20.312625885009766,7.7551679611206055,1.7702137231826782,-27.286462783813477,62.95473861694336,1.9687280654907227
-20.7163143157959,8.127026557922363,1.78019118309021,-31.056320190429688,64.52658081054688,1.9694783687591553
-21.167842864990234,8.861936569213867,1.7949912548065186,-34.534366607666016,64.51168060302734,1.9694714546203613
-21.536279678344727,10.35133171081543,1.8218237161636353,-32.94837188720703,64.5213623046875,1.9694757461547852
-21.96588897705078,11.533476829528809,1.838062047958374,-30.433544158935547,64.43628692626953,1.9694360494613647
-22.43439292907715,13.806071281433105,1.864816665649414,-34.89637756347656,64.51345825195312,1.969472050666809
-22.780960083007812,14.796453475952148,1.8731937408447266,-34.594539642333984,64.51744079589844,1.9694737195968628
-23.187671661376953,15.668020248413086,1.8796565532684326,-34.86974334716797,64.4690933227539,1.9694511890411377
-23.49300765991211,19.034072875976562,1.8992035388946533,-37.668853759765625,64.51627349853516,1.9694733619689941
-23.91592025756836,21.27335548400879,1.9090296030044556,-37.84247589111328,64.50737762451172,1.9694693088531494
-24.226423263549805,21.2736873626709,1.9091405868530273,-35.805519104003906,64.44963836669922,1.969442367553711
-24.526018142700195,22.176145553588867,1.9133116006851196,-35.314292907714844,64.17660522460938,1.9693139791488647
-25.03034210205078,23.342918395996094,1.9175822734832764,-36.59944534301758,64.53007507324219,1.9694794416427612
-25.330907821655273,25.30882453918457,1.9223676919937134,-38.42044448852539,64.53426361083984,1.9694819450378418
-25.594972610473633,26.938812255859375,1.928380012512207,-37.47197341918945,64.52690887451172,1.9694783687591553
-26.085552215576172,27.552541732788086,1.9293251037597656,-39.76615905761719,64.52226257324219,1.9694759845733643
-26.3198184967041,29.96205711364746,1.9345232248306274,-37.13179397583008,64.52333068847656,1.9694766998291016
-26.787817001342773,30.934280395507812,1.9371105432510376,-41.7040901184082,64.63177490234375,1.969527244567871
-27.118377685546875,31.986806869506836,1.939070701599121,-39.0165901184082,64.52233123779297,1.9694761037826538
-27.34684181213379,32.06899642944336,1.9387165307998657,-37.961761474609375,64.65087890625,1.9695358276367188
-27.736852645874023,32.631778717041016,1.9386560916900635,-38.04437255859375,64.58992767333984,1.9695076942443848
-28.253459930419922,40.510189056396484,1.9501022100448608,-40.38089370727539,65.04478454589844,1.9697175025939941
-28.518930435180664,38.84654998779297,1.948512077331543,-37.85818862915039,64.50245666503906,1.9694668054580688
-28.85586929321289,38.958011627197266,1.9496225118637085,-43.57108688354492,66.94035339355469,1.9705625772476196
-29.28652000427246,37.697654724121094,1.9472566843032837,-42.778038024902344,67.49066925048828,1.9707989692687988
-29.672870635986328,44.015785217285156,1.9541380405426025,-37.26057434082031,65.31732177734375,1.9698423147201538
-29.965465545654297,40.16716766357422,1.9507505893707275,-41.4648323059082,66.37445831298828,1.9703153371810913
-30.321048736572266,41.959903717041016,1.9532018899917603,-42.69892501831055,65.81444549560547,1.9700666666030884
-30.53525733947754,42.51869583129883,1.9510606527328491,-45.41409683227539,67.09595489501953,1.9706294536590576
-31.0685977935791,36.425697326660156,1.9454845190048218,-43.355037689208984,67.68987274169922,1.970883846282959
-31.518230438232422,36.067527770996094,1.9457957744598389,-41.548526763916016,66.78781127929688,1.9704965353012085
-31.9283447265625,34.73613739013672,1.9420654773712158,-34.67414474487305,64.05476379394531,1.9692569971084595
-32.55280685424805,27.1225643157959,1.928354263305664,-37.43660354614258,63.5413932800293,1.9690122604370117
-33.076515197753906,20.421588897705078,1.9049708843231201,-37.54346466064453,59.99201965332031,1.9672092199325562
-33.492408752441406,21.899662017822266,1.9113843441009521,-34.947975158691406,55.81849670410156,1.9648003578186035
-33.96167755126953,25.213489532470703,1.9232698678970337,-38.269954681396484,59.27711486816406,1.9668198823928833
-34.23646926879883,26.26438331604004,1.9258756637573242,-33.31529998779297,55.68822479248047,1.964719295501709
-34.55059814453125,31.15225601196289,1.9367783069610596,-38.00712203979492,57.66535949707031,1.965908169746399
-35.17986297607422,36.00588607788086,1.9449450969696045,-45.18160629272461,63.09355163574219,1.9687957763671875
-35.540924072265625,36.12096405029297,1.9456965923309326,-35.89519500732422,58.52495574951172,1.9664008617401123
-35.913604736328125,38.633277893066406,1.9493423700332642,-44.62934875488281,61.5072135925293,1.968003749847412
-36.2283821105957,40.07744216918945,1.951154351234436,-32.36248779296875,57.43773651123047,1.965775489807129
-36.64002990722656,40.49488067626953,1.9514650106430054,-50.05601119995117,65.21891021728516,1.9697974920272827
-37.074607849121094,41.24728775024414,1.9522918462753296,-41.41744613647461,59.836212158203125,1.9671251773834229
-37.449119567871094,42.043426513671875,1.9532524347305298,-41.83388137817383,59.719085693359375,1.9670617580413818
-37.88611602783203,43.17494201660156,1.9544017314910889,-44.908199310302734,61.098777770996094,1.9677931070327759
-38.271339416503906,41.46934127807617,1.95279860496521,-42.199134826660156,59.44656753540039,1.9669129848480225
-38.58002471923828,42.25518035888672,1.9534194469451904,-42.08433532714844,57.75346755981445,1.9659594297409058
-38.84230422973633,42.09662628173828,1.952280044555664,-26.830053329467773,52.12805938720703,1.9623552560806274
-39.347206115722656,39.932010650634766,1.9509636163711548,-41.762210845947266,56.95454406738281,1.9654902219772339
-39.67461013793945,42.4179573059082,1.9538466930389404,-31.449527740478516,53.301910400390625,1.9631692171096802
-40.126739501953125,42.47370147705078,1.9536536931991577,-28.408641815185547,54.39776611328125,1.9638975858688354
-40.46649932861328,44.86592102050781,1.956297516822815,-27.14960289001465,52.40838623046875,1.9625529050827026
-40.78965377807617,44.67543411254883,1.9561488628387451,-24.497034072875977,55.008819580078125,1.9642914533615112
-41.30249786376953,46.07880783081055,1.957336664199829,-31.446380615234375,54.58711624145508,1.9640206098556519
-41.74740219116211,45.86365509033203,1.9568777084350586,-35.35953140258789,57.02431106567383,1.965531826019287
-42.09180450439453,46.2894287109375,1.9574477672576904,-39.2097282409668,58.133514404296875,1.9661781787872314
-42.47301483154297,46.669639587402344,1.957972764968872,-32.77998352050781,57.445396423339844,1.9657800197601318
-42.80884552001953,46.306114196777344,1.9576174020767212,-32.29319763183594,56.759342193603516,1.9653733968734741
-43.322513580322266,48.024925231933594,1.9589687585830688,-30.807226181030273,55.703372955322266,1.9647289514541626
-43.64926528930664,48.467864990234375,1.959406852722168,-26.473827362060547,57.05356979370117,1.965549111366272
-44.083526611328125,48.70176315307617,1.9596904516220093,-32.64815139770508,57.00291442871094,1.9655189514160156
-44.22858428955078,49.47759246826172,1.9603267908096313,-28.995925903320312,56.46426010131836,1.9651957750320435
-44.79326248168945,49.05161666870117,1.9598098993301392,-22.147552490234375,59.14255905151367,1.9667457342147827
-44.915016174316406,50.97480010986328,1.9614496231079102,-29.298187255859375,58.61430740356445,1.9664514064788818
-45.25961685180664,50.384193420410156,1.9610595703125,-31.1616153717041,57.191043853759766,1.9656307697296143
-45.63682174682617,50.88730239868164,1.9612205028533936,-32.02939224243164,56.77387237548828,1.9653822183609009
-46.03776168823242,51.76654052734375,1.9618542194366455,-20.791156768798828,57.991355895996094,1.9660968780517578
-46.57805633544922,52.812583923339844,1.9626893997192383,-34.27458572387695,58.037017822265625,1.9661229848861694
-46.760414123535156,53.5350227355957,1.9632447957992554,-39.750587463378906,58.68044662475586,1.966488242149353
-47.39129638671875,53.33771514892578,1.9630848169326782,-21.082008361816406,61.5984001159668,1.968050479888916
-47.65079116821289,55.89220428466797,1.964808702468872,-37.18145751953125,60.67171096801758,1.9675700664520264
-48.15264129638672,57.1217155456543,1.9653981924057007,-32.41067886352539,62.0285530090332,1.9682683944702148
-48.20513153076172,56.307090759277344,1.9649183750152588,-17.226163864135742,63.75208282470703,1.9691129922866821
-48.82172775268555,57.51194381713867,1.9654347896575928,-19.401273727416992,62.095802307128906,1.9683021306991577
-48.985618591308594,57.421958923339844,1.9653587341308594,-19.0383243560791,61.91508102416992,1.96821129322052
-49.58373260498047,57.736167907714844,1.9656413793563843,-39.929622650146484,61.37731170654297,1.9679371118545532
-49.96550750732422,57.105995178222656,1.965142846107483,-20.379901885986328,63.97743606567383,1.9692202806472778
-50.44600296020508,59.17359161376953,1.9667136669158936,-19.4169979095459,62.50478744506836,1.9685064554214478
-50.60265350341797,59.93610763549805,1.967106580734253,-31.968002319335938,64.8544921875,1.9696300029754639
-51.176841735839844,61.3148307800293,1.9677482843399048,-40.22554397583008,62.703582763671875,1.968604564666748
-51.56079864501953,54.57088088989258,1.963046669960022,-34.679962158203125,61.52943801879883,1.9680150747299194
-51.97422409057617,51.396026611328125,1.961387276649475,-25.172258377075195,49.8889274597168,1.9606988430023193
-52.77086639404297,35.49979782104492,1.9431835412979126,-28.382083892822266,17.393705368041992,1.89126718044281
-52.923561096191406,22.876811981201172,1.9129422903060913,-28.349018096923828,39.788352966308594,1.9509663581848145
-53.7274169921875,20.52228546142578,1.9063018560409546,-29.32559585571289,32.350154876708984,1.9400304555892944
-54.13569259643555,18.489093780517578,1.8970756530761719,-40.91267776489258,17.234966278076172,1.8903206586837769
-54.67779541015625,23.38217544555664,1.9166351556777954,-51.94245529174805,48.174835205078125,1.9593286514282227
-55.05696487426758,31.692428588867188,1.9371511936187744,-56.13751983642578,50.50267028808594,1.9611670970916748
-55.557167053222656,28.473440170288086,1.9313606023788452,-44.698699951171875,43.320159912109375,1.95487380027771
-55.9173698425293,40.10014724731445,1.9510399103164673,-48.15629577636719,53.44167709350586,1.963263750076294
-56.139190673828125,42.630043029785156,1.9533828496932983,-53.16179275512695,51.182498931884766,1.9616730213165283
-56.71549606323242,41.874961853027344,1.952852487564087,-58.32014083862305,47.70505905151367,1.9589364528656006
-57.13347244262695,41.01289749145508,1.9523595571517944,-45.50851058959961,52.91415786743164,1.9629039764404297
-57.347686767578125,41.611106872558594,1.95211923122406,-47.33208465576172,50.97560501098633,1.9615204334259033
-58.0014533996582,42.814571380615234,1.9539029598236084,-52.02564239501953,33.16047286987305,1.9414527416229248
-58.0439338684082,42.33320617675781,1.9535996913909912,-56.212059020996094,49.87498092651367,1.9606881141662598
-58.80328369140625,47.55576705932617,1.9582706689834595,-54.90620040893555,52.733219146728516,1.9627794027328491
-58.576805114746094,44.66135787963867,1.9560832977294922,-54.2476921081543,52.13535690307617,1.9623605012893677
-59.174949645996094,45.016136169433594,1.9563077688217163,-49.69312286376953,51.422603607177734,1.9618483781814575
-59.85564422607422,44.9742546081543,1.9560797214508057,-57.91437911987305,44.227142333984375,1.9557790756225586
-60.07393264770508,45.359310150146484,1.956833839416504,-52.613014221191406,45.4206428527832,1.9569157361984253
-60.39255905151367,46.24480438232422,1.9575974941253662,-56.80045700073242,41.74748229980469,1.9532135725021362
-61.305870056152344,44.123287200927734,1.9546931982040405,-55.064308166503906,42.462196350097656,1.953983187675476
-60.9721794128418,45.9278678894043,1.95626699924469,-67.11734771728516,48.043739318847656,1.959220051765442
-61.393089294433594,44.552040100097656,1.9553645849227905,-69.02958679199219,52.691551208496094,1.9627500772476196
-62.1068115234375,46.54212188720703,1.957723617553711,-68.76408386230469,48.01503372192383,1.9591963291168213
-61.98734664916992,45.38995361328125,1.9565000534057617,-60.318450927734375,25.47344398498535,1.9244529008865356
-63.298805236816406,44.84698486328125,1.956109642982483,-62.00141525268555,24.770626068115234,1.92239248752594
-62.69933319091797,44.396690368652344,1.9557676315307617,-62.54320526123047,51.34242248535156,1.9617902040481567
-63.92231369018555,45.615814208984375,1.9570395946502686,-67.26468658447266,36.2452507019043,1.9463019371032715
-63.512969970703125,44.3344612121582,1.9558197259902954,-66.92080688476562,52.602291107177734,1.9626882076263428
-63.77521896362305,48.093727111816406,1.9591572284698486,-64.34536743164062,55.8089485168457,1.9647942781448364
-64.67149353027344,46.402732849121094,1.9577186107635498,-65.53251647949219,35.843902587890625,1.9457167387008667
-64.24958801269531,44.621421813964844,1.9558286666870117,-73.0475845336914,55.79536056518555,1.9647856950759888
-65.57034301757812,47.065521240234375,1.958107590675354,-73.08013916015625,59.03895568847656,1.9666885137557983
-64.39642333984375,47.056007385253906,1.9578297138214111,-67.47333526611328,50.91069030761719,1.961472511291504
-66.41109466552734,44.01688766479492,1.9546514749526978,-69.0017318725586,48.64755630493164,1.9597164392471313
-65.48097229003906,44.381290435791016,1.9555294513702393,-64.02289581298828,21.95453453063965,1.912871241569519
-66.10374450683594,42.40721893310547,1.9536902904510498,-71.72310638427734,32.233760833740234,1.9398199319839478
-66.19947814941406,45.92462158203125,1.9572181701660156,-73.49009704589844,37.56156921386719,1.948135256767273
-66.00132751464844,44.430931091308594,1.9558696746826172,-77.0050277709961,41.1221923828125,1.9525190591812134
-66.99595642089844,45.074859619140625,1.9563839435577393,-72.96720123291016,59.67795181274414,1.9670394659042358
-66.54884338378906,45.56643295288086,1.9569419622421265,-75.73843383789062,34.204490661621094,1.9431893825531006
-67.1723861694336,47.343955993652344,1.9583944082260132,-73.22199249267578,32.950584411621094,1.9410910606384277
-67.50950622558594,43.34906005859375,1.9543424844741821,-76.17306518554688,47.59487533569336,1.9588433504104614
-68.2389144897461,46.18395233154297,1.957373857498169,-76.32475280761719,61.95797348022461,1.9682327508926392
-68.78968048095703,48.538780212402344,1.959058403968811,-74.99008178710938,45.56540298461914,1.95704984664917
-68.78227233886719,46.267879486083984,1.957527756690979,-68.40774536132812,22.686182022094727,1.915562629699707
-69.47340393066406,45.77436065673828,1.9572197198867798,-61.329795837402344,13.132967948913574,1.8584871292114258
-69.13980865478516,46.036834716796875,1.9570322036743164,-62.264190673828125,33.82193374633789,1.9425653219223022
-69.57771301269531,44.80401611328125,1.956155776977539,-67.35669708251953,45.65762710571289,1.95713472366333
-69.27698516845703,46.52641677856445,1.9576362371444702,-75.88834381103516,54.98907470703125,1.9642789363861084
-70.8843002319336,45.82075119018555,1.9572551250457764,-77.49150848388672,55.47450256347656,1.9645860195159912
-70.06710052490234,46.16415023803711,1.9574658870697021,-77.2271957397461,43.42068099975586,1.954975962638855
-70.91642761230469,45.31780242919922,1.9566154479980469,-79.70191192626953,54.012657165527344,1.9636447429656982
-70.93327331542969,46.51044464111328,1.9577300548553467,-78.8617172241211,58.28675079345703,1.9662660360336304
-71.02481842041016,45.19324493408203,1.9563953876495361,-71.81488037109375,49.740116119384766,1.9605836868286133
-71.50123596191406,46.56413650512695,1.9577548503875732,-75.47547912597656,41.69941329956055,1.9531607627868652
-71.3218994140625,44.14902877807617,1.9556396007537842,-73.19873046875,48.79667282104492,1.9598369598388672
-72.57845306396484,45.10614013671875,1.9565893411636353,-78.5819091796875,59.83484649658203,1.967124104499817
-71.75775909423828,44.84679412841797,1.9561855792999268,-76.94407653808594,49.098262786865234,1.9600785970687866
-72.42613220214844,42.9150390625,1.9542001485824585,-74.29446411132812,46.26453399658203,1.9576849937438965
-72.41072082519531,44.46571350097656,1.9559885263442993,-72.5263900756836,47.943519592285156,1.959136962890625
-73.20780944824219,43.22542953491211,1.9546663761138916,-65.50433349609375,31.78653335571289,1.9389992952346802
-72.72434997558594,43.481605529785156,1.9549579620361328,-68.50895690917969,47.832977294921875,1.959044098854065
-73.55091857910156,44.07155990600586,1.9555399417877197,-67.52007293701172,50.53046798706055,1.9611881971359253
-73.12860870361328,42.7373046875,1.9541906118392944,-58.29010009765625,42.42570114135742,1.9539443254470825
-73.66775512695312,36.747520446777344,1.9468719959259033,-64.0032730102539,42.66962814331055,1.9542014598846436
-73.93850708007812,37.1568717956543,1.9471614360809326,-55.729469299316406,42.74135971069336,1.9542765617370605
-73.63664245605469,34.80168151855469,1.9439685344696045,-27.050128936767578,43.6735954284668,1.9552308320999146
-74.39078521728516,35.930389404296875,1.9453918933868408,-69.39076232910156,31.58559799194336,1.9386231899261475
-74.73615264892578,39.121986389160156,1.9498913288116455,-76.73263549804688,51.07817077636719,1.9615962505340576
-74.88937377929688,43.162620544433594,1.9545272588729858,-78.46023559570312,54.50185012817383,1.9639651775360107
-74.6685562133789,46.3026008605957,1.9575223922729492,-79.07365417480469,55.94025802612305,1.96487557888031
-75.5534439086914,48.721221923828125,1.9595893621444702,-74.24739074707031,47.895896911621094,1.959096908569336
-75.89421844482422,52.62849044799805,1.962225317955017,-77.01068115234375,54.4006233215332,1.9638994932174683
-75.46284484863281,51.3105583190918,1.961574912071228,-73.28590393066406,47.714439392089844,1.95894455909729
-76.72593688964844,53.46337890625,1.9631633758544922,-69.78668212890625,34.845237731933594,1.9442048072814941
-76.00102233886719,52.158836364746094,1.9622325897216797,-70.0468978881836,42.88860321044922,1.954430103302002
-76.67202758789062,55.242156982421875,1.964303731918335,-73.16202545166016,54.653926849365234,1.9640636444091797
-76.7775650024414,54.70301055908203,1.9639486074447632,-74.37239837646484,52.61857986450195,1.9626996517181396
-76.80615997314453,55.28742599487305,1.9644250869750977,-74.5659408569336,53.88752746582031,1.96356201171875
-77.17669677734375,56.44110107421875,1.9650394916534424,-78.6786117553711,61.158016204833984,1.967824101448059
-77.31805419921875,58.831817626953125,1.9664154052734375,-79.93241882324219,60.83760452270508,1.9676575660705566
